txn_id,store_id,txn_date,amount,quantity,discount_pct
N-00590,S-006,2026-08-10,88.70,2,0
N-00591,S-007,2026-08-04,158.80,1,10
N-00592,S-006,2026-08-03,29.14,2,
N-00593,S-003,2026-08-31,46.10,2,
N-00594,S-005,2026-08-09,10.92,2,15
N-00595,S-002,2026-08-19,149.78,1,5
N-00596,S-003,2026-08-22,21.43,3,0
N-00597,S-001,2026-08-30,195.98,4,
N-00598,S-003,2026-08-04,155.90,2,5
N-00599,S-007,2026-08-26,148.53,2,
N-00600,S-002,2026-08-09,74.45,1,0
N-00601,S-003,2026-08-06,133.58,2,
N-00602,S-006,2026-08-26,56.32,4,
N-00603,S-007,2026-08-16,2633.10,1,10
N-00604,S-005,2026-08-27,229.29,4,0
N-00605,S-006,2026-08-15,212.49,4,5
N-00606,S-007,2026-08-21,93.19,3,5
N-00607,S-005,2026-08-21,188.96,4,5
N-00608,S-001,2026-08-20,234.14,2,5
N-00609,S-005,2026-08-19,19.88,2,5
N-00610,S-005,2026-08-03,103.56,2,0
N-00611,S-007,2026-08-04,68.00,4,0
N-00612,S-006,2026-08-07,150.61,3,
N-00613,S-004,2026-08-26,221.31,1,5
N-00614,S-002,2026-08-12,8.43,2,
N-00615,S-007,2026-08-04,88.60,4,0
N-00616,S-001,2026-08-05,115.06,2,0
N-00617,S-005,2026-08-11,192.74,4,
N-00618,S-006,2026-08-17,15.27,4,15
N-00619,S-001,2026-08-27,151.59,2,
N-00620,S-002,2026-08-05,127.32,2,15
N-00621,S-006,2026-08-19,33.48,1,10
N-00622,S-001,2026-08-04,109.89,2,10
N-00623,S-006,2026-08-03,127.44,4,10
N-00624,S-005,2026-08-14,200.20,2,10
N-00625,S-007,2026-08-04,101.47,1,10
N-00626,S-007,2026-08-05,132.59,3,5
N-00627,S-006,2026-08-06,193.42,1,10
N-00628,S-001,2026-08-30,174.96,1,15
N-00629,S-007,2026-08-31,175.40,1,
N-00630,S-003,2026-08-31,2881.17,2,10
N-00631,S-004,2026-08-28,19.90,3,5
N-00632,S-005,2026-08-03,49.26,4,
N-00633,S-002,2026-08-01,206.00,4,
N-00634,S-004,2026-08-28,101.83,1,
N-00635,S-006,2026-08-21,31.06,4,
N-00636,S-003,2026-08-21,215.78,1,15
N-00637,S-001,2026-08-02,57.76,4,5
N-00638,S-002,2026-08-31,233.96,1,0
N-00639,S-001,2026-08-10,105.69,1,
N-00640,S-004,2026-08-27,53.62,2,
N-00641,S-005,2026-08-11,111.34,2,0
N-00642,S-004,2026-08-17,52.15,1,15
N-00643,S-002,2026-08-17,169.22,4,0
N-00644,S-001,2026-08-04,75.74,4,
N-00645,S-001,2026-08-23,186.48,1,5
N-00646,S-002,2026-08-17,155.05,4,
N-00647,S-007,2026-08-17,179.25,1,
N-00648,S-004,2026-08-17,105.00,3,5
N-00649,S-004,2026-08-07,219.80,4,15
N-00650,S-007,2026-08-13,99.38,3,0
N-00651,S-003,2026-08-09,4268.16,3,
N-00652,S-002,2026-08-02,214.59,1,10
N-00653,S-005,2026-08-31,29.69,1,
N-00654,S-004,2026-08-10,124.87,1,
N-00655,S-007,2026-08-11,199.07,4,0
N-00656,S-003,2026-08-20,1121.03,2,
N-00657,S-007,2026-08-28,161.96,2,5
N-00658,S-006,2026-08-31,220.46,2,
N-00659,S-005,2026-08-29,137.17,3,10
N-00660,S-001,2026-08-19,111.84,4,15
N-00661,S-005,2026-08-08,196.23,4,
N-00662,S-007,2026-08-14,33.37,3,0
N-00663,S-004,2026-08-19,189.56,1,5
N-00664,S-007,2026-08-15,214.74,3,
N-00665,S-007,2026-08-05,139.07,1,
N-00666,S-003,2026-08-20,222.30,2,
N-00667,S-006,2026-08-06,44.31,4,
N-00668,S-001,2026-08-28,237.29,1,0
N-00669,S-001,2026-08-27,213.43,2,5
N-00670,S-004,2026-08-20,124.82,1,
N-00671,S-005,2026-08-05,61.36,2,
N-00672,S-007,2026-08-08,61.02,2,
N-00673,S-002,2026-08-15,226.68,4,10
N-00674,S-004,2026-08-26,176.23,4,15
N-00675,S-006,2026-08-02,89.11,3,
N-00676,S-006,2026-08-30,14.52,3,10
N-00677,S-002,2026-08-09,44.08,1,0
N-00678,S-003,2026-08-07,4.51,1,
N-00679,S-006,2026-08-26,23.86,1,10
N-00680,S-006,2026-08-22,149.21,1,
N-00681,S-001,2026-08-08,223.03,2,
N-00682,S-004,2026-08-02,121.05,4,
N-00683,S-003,2026-08-05,13.58,2,10
N-00684,S-007,2026-08-23,5.27,4,15
N-00685,S-003,2026-08-09,38.43,4,0
N-00686,S-003,2026-08-17,43.47,1,5
N-00687,S-004,2026-08-27,68.22,3,
N-00688,S-002,2026-08-21,177.26,1,0
N-00689,S-005,2026-08-30,157.04,3,
N-00690,S-005,2026-08-31,36.73,1,15
N-00691,S-006,2026-08-19,214.71,4,
N-00692,S-004,2026-08-12,15.58,3,
N-00693,S-003,2026-08-14,114.62,2,15
N-00694,S-003,2026-08-05,210.65,3,
N-00695,S-001,2026-08-23,213.60,1,
N-00696,S-002,2026-08-21,59.74,1,
N-00697,S-006,2026-08-09,177.49,3,
N-00698,S-006,2026-08-05,89.22,1,5
N-00699,S-006,2026-08-17,233.33,3,
N-00700,S-004,2026-08-26,156.88,1,
N-00701,S-002,2026-08-24,36.56,3,
N-00702,S-007,2026-08-16,174.88,4,5
N-00703,S-007,2026-08-20,123.61,4,15
N-00704,S-006,2026-08-17,164.51,4,5
N-00705,S-003,2026-08-29,138.89,4,5
N-00706,S-005,2026-08-01,81.60,4,
N-00707,S-003,2026-08-24,4122.01,3,
N-00708,S-001,2026-08-26,114.83,3,
N-00709,S-004,2026-08-27,99.16,1,
N-00710,S-001,2026-08-17,172.12,2,
N-00711,S-006,2026-08-19,203.89,2,5
N-00712,S-001,2026-08-05,2732.52,2,10
N-00713,S-003,2026-08-24,2999.89,2,10
N-00714,S-003,2026-08-05,101.93,4,15
N-00715,S-005,2026-08-29,144.38,3,15
N-00716,S-004,2026-08-09,91.19,1,
N-00717,S-006,2026-08-25,53.96,3,0
N-00718,S-005,2026-08-09,127.36,1,
N-00719,S-007,2026-08-04,109.20,4,0
N-00720,S-001,2026-08-03,230.37,4,
N-00721,S-007,2026-08-30,2856.53,4,
N-00722,S-002,2026-08-30,188.23,1,15
N-00723,S-004,2026-08-12,12.06,1,15
N-00724,S-002,2026-08-16,236.53,4,15
N-00725,S-004,2026-08-12,40.42,4,10
N-00726,S-007,2026-08-06,102.42,2,0
N-00727,S-005,2026-08-04,212.04,4,5
N-00728,S-006,2026-08-08,79.98,2,
N-00729,S-006,2026-08-19,44.87,1,
N-00730,S-007,2026-08-10,206.15,1,
N-00731,S-001,2026-08-07,89.75,2,5
N-00732,S-004,2026-08-02,3236.38,3,5
N-00733,S-003,2026-08-09,1885.42,3,5
N-00734,S-004,2026-08-25,207.81,2,
N-00735,S-006,2026-08-06,192.46,4,0
N-00736,S-001,2026-08-23,51.66,3,
N-00737,S-006,2026-08-27,182.86,1,15
N-00738,S-006,2026-08-20,51.49,2,
N-00739,S-004,2026-08-18,95.29,4,10
N-00740,S-003,2026-08-29,190.82,3,15
N-00741,S-003,2026-08-29,222.91,3,
N-00742,S-003,2026-08-02,220.94,2,0
N-00743,S-007,2026-08-26,82.11,4,15
N-00744,S-005,2026-08-08,164.50,1,
N-00745,S-001,2026-08-27,22.05,4,10
N-00746,S-006,2026-08-29,2121.05,3,10
N-00747,S-004,2026-08-10,54.59,1,
N-00748,S-006,2026-08-01,76.16,3,
N-00749,S-006,2026-08-03,90.16,3,
N-00750,S-007,2026-08-18,206.71,1,10
N-00751,S-004,2026-08-13,131.22,3,15
N-00752,S-002,2026-08-08,126.48,4,
N-00753,S-007,2026-08-25,72.91,3,10
N-00754,S-003,2026-08-22,54.91,4,5
N-00755,S-006,2026-08-28,2332.85,2,5
N-00756,S-002,2026-08-21,84.76,2,0
N-00757,S-004,2026-08-13,14.46,2,
N-00758,S-004,2026-08-24,26.81,1,5
N-00759,S-004,2026-08-12,3116.98,1,10
N-00760,S-006,2026-08-08,163.31,4,
N-00761,S-003,2026-08-23,53.14,4,10
N-00762,S-003,2026-08-24,1680.28,3,
N-00763,S-005,2026-08-16,20.53,1,
N-00764,S-002,2026-08-22,69.22,3,5
N-00765,S-002,2026-08-04,176.67,4,15
N-00766,S-001,2026-08-13,1203.70,3,5
N-00767,S-006,2026-08-22,220.17,1,0
N-00768,S-002,2026-08-26,217.14,3,15
N-00769,S-005,2026-08-11,178.80,3,
N-00770,S-001,2026-08-27,34.68,4,0
N-00771,S-005,2026-08-01,52.01,1,10
N-00772,S-003,2026-08-13,17.24,1,5
N-00773,S-002,2026-08-15,210.88,2,15
N-00774,S-002,2026-08-25,236.16,4,10
N-00775,S-001,2026-08-30,29.22,1,10
N-00776,S-005,2026-08-08,129.74,3,15
N-00777,S-006,2026-08-01,227.70,3,5
N-00778,S-005,2026-08-03,212.56,1,
N-00779,S-005,2026-08-01,88.89,1,15
N-00780,S-005,2026-08-02,41.35,2,5
N-00781,S-003,2026-08-30,3118.61,2,
N-00782,S-002,2026-08-23,137.46,3,
N-00783,S-004,2026-08-05,144.81,4,5
N-00784,S-004,2026-08-12,52.23,1,15
N-00785,S-005,2026-08-10,236.04,2,5
N-00786,S-006,2026-08-15,201.72,2,
N-00787,S-006,2026-08-11,67.03,4,10
N-00788,S-006,2026-08-15,104.49,1,0
N-00789,S-007,2026-08-15,27.59,4,
N-00790,S-005,2026-08-07,203.95,2,10
N-00791,S-001,2026-08-16,110.05,2,
N-00792,S-001,2026-08-23,74.94,3,
N-00793,S-004,2026-08-22,142.37,4,
N-00794,S-004,2026-08-15,231.10,1,
N-00795,S-003,2026-08-10,116.20,3,
N-00796,S-001,2026-08-18,126.81,3,10
N-00797,S-002,2026-08-28,59.05,3,0
N-00798,S-005,2026-08-06,109.08,4,
N-00799,S-007,2026-08-28,206.01,1,15
N-00800,S-005,2026-08-01,13.21,2,0
N-00801,S-001,2026-08-20,4.69,4,10
N-00802,S-005,2026-08-17,228.47,3,15
N-00803,S-006,2026-08-15,237.04,3,15
N-00804,S-005,2026-08-30,144.70,1,
N-00805,S-006,2026-08-08,148.16,3,
N-00806,S-005,2026-08-12,162.78,3,15
N-00807,S-006,2026-08-15,121.54,2,
N-00808,S-002,2026-08-21,49.51,1,0
N-00809,S-002,2026-08-10,16.09,2,10
N-00810,S-004,2026-08-25,4.72,4,
N-00811,S-006,2026-08-30,137.06,1,
N-00812,S-006,2026-08-16,224.47,1,0
N-00813,S-007,2026-08-11,49.50,3,0
N-00814,S-006,2026-08-29,87.13,2,15
N-00815,S-004,2026-08-15,100.19,3,15
N-00816,S-001,2026-08-01,200.88,2,
N-00817,S-004,2026-08-30,65.66,1,10
N-00818,S-004,2026-08-02,206.09,3,
N-00819,S-003,2026-08-03,1349.53,4,5
N-00820,S-001,2026-08-05,176.75,1,
N-00821,S-002,2026-08-15,101.89,1,
N-00822,S-002,2026-08-08,164.72,3,
N-00823,S-001,2026-08-19,218.20,2,10
N-00824,S-001,2026-08-28,207.13,2,5
N-00825,S-003,2026-08-15,4.84,2,0
N-00826,S-005,2026-08-31,145.39,4,5
N-00827,S-007,2026-08-28,167.31,4,
N-00828,S-007,2026-08-07,219.43,3,
N-00829,S-007,2026-08-30,105.17,3,0
N-00830,S-003,2026-08-08,68.53,3,
N-00831,S-005,2026-08-10,26.23,3,0
N-00832,S-006,2026-08-05,130.32,1,
N-00833,S-005,2026-08-05,44.39,2,
N-00834,S-006,2026-08-20,57.20,1,15
N-00835,S-002,2026-08-22,227.96,2,
N-00836,S-002,2026-08-13,4369.03,4,10
N-00837,S-006,2026-08-06,189.02,1,5
N-00838,S-006,2026-08-28,52.92,3,
N-00839,S-005,2026-08-15,211.26,4,
N-00840,S-005,2026-08-16,100.13,3,5
N-00841,S-006,2026-08-30,110.63,3,
N-00842,S-002,2026-08-17,165.20,3,15
N-00843,S-005,2026-08-21,182.08,4,0
N-00844,S-004,2026-08-26,95.17,3,
N-00845,S-007,2026-08-30,26.34,4,
N-00846,S-005,2026-08-15,198.67,3,
N-00847,S-004,2026-08-25,8.56,1,0
N-00848,S-005,2026-08-12,152.30,2,5
N-00849,S-007,2026-08-05,29.32,1,15
N-00850,S-003,2026-08-22,205.62,3,5
N-00851,S-002,2026-08-28,91.98,3,15
N-00852,S-001,2026-08-17,6.35,2,
N-00853,S-001,2026-08-24,42.42,4,
N-00854,S-005,2026-08-12,55.33,2,15
N-00855,S-003,2026-08-07,30.34,1,15
N-00856,S-001,2026-08-16,40.35,2,
N-00857,S-005,2026-08-19,113.34,3,10
N-00858,S-007,2026-08-07,162.42,4,0
N-00859,S-002,2026-08-22,231.87,1,10
N-00860,S-002,2026-08-27,93.53,4,5
N-00861,S-004,2026-08-10,185.32,3,
N-00862,S-005,2026-08-04,81.72,1,5
N-00863,S-003,2026-08-08,190.99,3,0
N-00864,S-005,2026-08-24,229.10,4,10
N-00865,S-007,2026-08-04,214.27,3,15
N-00866,S-005,2026-08-04,86.46,2,0
N-00867,S-007,2026-08-15,19.00,3,10
N-00868,S-007,2026-08-31,58.53,1,
N-00869,S-003,2026-08-05,175.15,3,10
N-00870,S-001,2026-08-06,15.65,2,
N-00871,S-004,2026-08-04,210.66,2,15
N-00872,S-004,2026-08-01,231.43,2,15
N-00873,S-007,2026-08-13,103.34,3,
N-00874,S-004,2026-08-23,130.14,2,5
N-00875,S-006,2026-08-07,188.40,3,5
N-00876,S-003,2026-08-22,27.95,4,10
N-00877,S-003,2026-08-19,100.75,4,15
N-00878,S-003,2026-08-15,137.42,4,
N-00879,S-005,2026-08-11,65.56,2,
N-00880,S-002,2026-08-15,82.20,4,
N-00881,S-003,2026-08-01,121.57,2,
N-00882,S-002,2026-08-25,86.40,4,0
N-00883,S-006,2026-08-12,45.76,1,0
N-00884,S-006,2026-08-31,162.33,1,
N-00885,S-006,2026-08-13,28.25,1,5
N-00886,S-003,2026-08-15,132.07,3,
N-00887,S-005,2026-08-05,180.66,2,15
N-00888,S-006,2026-08-15,84.38,1,
N-00889,S-001,2026-08-07,158.62,4,10
N-00890,S-001,2026-08-05,134.15,2,15
N-00891,S-002,2026-08-03,128.41,4,15
N-00892,S-006,2026-08-31,223.53,3,5
N-00893,S-003,2026-08-14,146.86,4,
N-00894,S-001,2026-08-12,63.87,4,15
N-00895,S-001,2026-08-22,114.58,3,
N-00896,S-005,2026-08-31,107.02,1,15
N-00897,S-001,2026-08-03,143.12,1,5
N-00898,S-001,2026-08-01,174.52,2,5
N-00899,S-001,2026-08-17,125.72,1,5
