txn_id,store_id,txn_date,amount,quantity,discount_pct
S-00590,S-012,2026-08-02,2703.23,3,0
S-00591,S-011,2026-08-28,27.34,2,5
S-00592,S-009,2026-08-29,160.18,2,0
S-00593,S-010,2026-08-01,179.14,4,10
S-00594,S-009,2026-08-06,19.89,2,5
S-00595,S-009,2026-08-06,54.25,2,10
S-00596,S-010,2026-08-05,239.71,3,
S-00597,S-008,2026-08-18,109.77,3,5
S-00598,S-009,2026-08-26,13.62,3,0
S-00599,S-012,2026-08-18,122.85,4,
S-00600,S-010,2026-08-26,2872.87,3,
S-00601,S-011,2026-08-22,116.82,1,10
S-00602,S-008,2026-08-16,190.90,3,0
S-00603,S-010,2026-08-04,76.48,2,
S-00604,S-010,2026-08-23,5.36,3,10
S-00605,S-010,2026-08-25,87.18,4,10
S-00606,S-009,2026-08-27,34.07,1,10
S-00607,S-009,2026-08-10,126.61,1,
S-00608,S-012,2026-08-22,139.09,2,10
S-00609,S-008,2026-08-05,221.98,4,0
S-00610,S-011,2026-08-06,186.04,1,0
S-00611,S-009,2026-08-27,118.49,1,5
S-00612,S-012,2026-08-11,118.10,4,
S-00613,S-010,2026-08-03,78.50,1,5
S-00614,S-013,2026-08-18,23.43,2,5
S-00615,S-011,2026-08-13,14.74,2,0
S-00616,S-010,2026-08-11,157.67,3,0
S-00617,S-010,2026-08-23,150.05,3,15
S-00618,S-010,2026-08-15,104.41,4,15
S-00619,S-008,2026-08-27,190.37,3,0
S-00620,S-009,2026-08-24,43.16,2,
S-00621,S-013,2026-08-26,35.96,4,0
S-00622,S-009,2026-08-05,151.82,2,5
S-00623,S-009,2026-08-24,141.48,3,
S-00624,S-011,2026-08-25,62.94,1,0
S-00625,S-008,2026-08-08,128.41,3,
S-00626,S-010,2026-08-15,16.68,2,
S-00627,S-012,2026-08-08,100.50,3,
S-00628,S-013,2026-08-14,2650.62,1,
S-00629,S-012,2026-08-22,57.96,4,0
S-00630,S-010,2026-08-25,203.66,2,0
S-00631,S-011,2026-08-28,6.79,3,15
S-00632,S-013,2026-08-09,93.06,1,5
S-00633,S-011,2026-08-27,122.11,3,
S-00634,S-012,2026-08-14,142.86,4,
S-00635,S-009,2026-08-14,74.23,1,
S-00636,S-010,2026-08-14,142.62,2,
S-00637,S-010,2026-08-31,72.36,1,
S-00638,S-010,2026-08-03,76.34,3,
S-00639,S-011,2026-08-13,207.79,4,
S-00640,S-010,2026-08-31,144.12,1,
S-00641,S-013,2026-08-09,212.47,1,
S-00642,S-010,2026-08-20,235.79,2,15
S-00643,S-010,2026-08-30,185.67,4,10
S-00644,S-009,2026-08-28,40.46,2,15
S-00645,S-013,2026-08-21,223.63,1,0
S-00646,S-012,2026-08-12,149.94,3,
S-00647,S-011,2026-08-13,215.95,3,10
S-00648,S-008,2026-08-07,78.26,4,
S-00649,S-010,2026-08-22,179.14,1,15
S-00650,S-012,2026-08-27,149.19,4,
S-00651,S-013,2026-08-03,9.10,2,
S-00652,S-013,2026-08-28,203.83,1,5
S-00653,S-013,2026-08-17,176.65,3,0
S-00654,S-008,2026-08-29,138.14,2,
S-00655,S-010,2026-08-05,1089.25,2,10
S-00656,S-010,2026-08-11,197.32,2,
S-00657,S-009,2026-08-15,117.88,4,10
S-00658,S-012,2026-08-01,90.32,4,0
S-00659,S-010,2026-08-29,46.18,3,
S-00660,S-010,2026-08-13,14.78,2,5
S-00661,S-013,2026-08-01,84.67,2,5
S-00662,S-013,2026-08-08,158.95,3,10
S-00663,S-008,2026-08-28,2182.16,1,10
S-00664,S-011,2026-08-09,29.86,2,10
S-00665,S-013,2026-08-30,211.53,4,
S-00666,S-013,2026-08-17,230.46,1,
S-00667,S-012,2026-08-24,193.02,3,
S-00668,S-010,2026-08-29,168.88,2,0
S-00669,S-010,2026-08-24,204.66,1,
S-00670,S-012,2026-08-15,123.02,4,15
S-00671,S-011,2026-08-11,80.30,1,
S-00672,S-010,2026-08-14,34.33,3,
S-00673,S-008,2026-08-23,40.07,3,10
S-00674,S-008,2026-08-31,53.26,3,
S-00675,S-008,2026-08-25,181.20,2,10
S-00676,S-012,2026-08-05,237.28,3,5
S-00677,S-008,2026-08-21,206.67,3,10
S-00678,S-010,2026-08-24,48.22,3,10
S-00679,S-011,2026-08-24,163.22,2,10
S-00680,S-012,2026-08-01,227.58,3,10
S-00681,S-012,2026-08-18,125.11,1,5
S-00682,S-012,2026-08-17,34.35,3,5
S-00683,S-012,2026-08-23,144.79,4,
S-00684,S-012,2026-08-17,228.27,2,15
S-00685,S-012,2026-08-24,28.99,2,15
S-00686,S-009,2026-08-29,68.11,3,
S-00687,S-009,2026-08-07,84.43,1,
S-00688,S-013,2026-08-01,130.79,3,
S-00689,S-013,2026-08-22,205.16,3,10
S-00690,S-010,2026-08-22,218.18,4,
S-00691,S-013,2026-08-22,35.95,1,10
S-00692,S-013,2026-08-03,88.47,3,10
S-00693,S-008,2026-08-15,3650.49,2,
S-00694,S-013,2026-08-21,144.94,2,0
S-00695,S-013,2026-08-08,33.57,2,0
S-00696,S-013,2026-08-19,44.16,4,
S-00697,S-012,2026-08-05,186.22,2,5
S-00698,S-011,2026-08-10,24.23,4,5
S-00699,S-011,2026-08-23,123.72,1,15
S-00700,S-008,2026-08-11,32.31,4,15
S-00701,S-012,2026-08-29,17.23,1,
S-00702,S-013,2026-08-01,111.10,2,0
S-00703,S-011,2026-08-23,161.58,3,
S-00704,S-013,2026-08-28,66.31,1,
S-00705,S-012,2026-08-28,108.47,3,
S-00706,S-013,2026-08-24,123.69,2,10
S-00707,S-013,2026-08-26,200.81,4,0
S-00708,S-011,2026-08-22,96.88,4,
S-00709,S-010,2026-08-26,134.21,4,15
S-00710,S-013,2026-08-23,18.52,4,0
S-00711,S-013,2026-08-24,78.58,3,15
S-00712,S-010,2026-08-20,198.04,3,10
S-00713,S-008,2026-08-10,53.75,2,10
S-00714,S-013,2026-08-09,160.78,1,
S-00715,S-011,2026-08-17,81.28,3,
S-00716,S-013,2026-08-07,122.13,4,5
S-00717,S-009,2026-08-19,202.98,2,
S-00718,S-011,2026-08-12,88.65,3,10
S-00719,S-011,2026-08-27,55.93,4,5
S-00720,S-008,2026-08-06,139.12,2,10
S-00721,S-011,2026-08-05,106.87,4,
S-00722,S-013,2026-08-31,174.30,1,
S-00723,S-012,2026-08-26,56.11,3,
S-00724,S-008,2026-08-12,173.00,1,5
S-00725,S-008,2026-08-24,123.03,2,
S-00726,S-011,2026-08-26,239.33,4,5
S-00727,S-008,2026-08-22,3803.37,2,
S-00728,S-012,2026-08-30,65.21,1,
S-00729,S-012,2026-08-26,99.62,1,10
S-00730,S-008,2026-08-22,146.99,3,10
S-00731,S-013,2026-08-19,115.84,3,15
S-00732,S-009,2026-08-20,135.70,4,10
S-00733,S-013,2026-08-20,87.61,3,
S-00734,S-012,2026-08-12,231.46,4,15
S-00735,S-011,2026-08-12,200.08,1,5
S-00736,S-013,2026-08-31,74.73,2,0
S-00737,S-010,2026-08-16,73.67,1,
S-00738,S-010,2026-08-15,170.27,4,
S-00739,S-011,2026-08-22,20.72,3,0
S-00740,S-013,2026-08-10,216.67,3,
S-00741,S-013,2026-08-31,143.09,1,
S-00742,S-010,2026-08-24,230.27,4,
S-00743,S-012,2026-08-25,64.08,3,0
S-00744,S-010,2026-08-10,239.87,4,
S-00745,S-009,2026-08-11,111.37,1,5
S-00746,S-012,2026-08-24,224.97,3,5
S-00747,S-010,2026-08-22,4782.96,3,
S-00748,S-013,2026-08-26,83.47,4,
S-00749,S-013,2026-08-08,13.58,1,10
S-00750,S-009,2026-08-28,221.72,4,5
S-00751,S-008,2026-08-14,174.27,2,
S-00752,S-013,2026-08-27,211.73,4,
S-00753,S-013,2026-08-12,162.29,3,
S-00754,S-010,2026-08-19,173.89,2,10
S-00755,S-012,2026-08-18,50.58,2,10
S-00756,S-010,2026-08-14,22.66,2,5
S-00757,S-011,2026-08-14,168.70,2,
S-00758,S-010,2026-08-27,225.24,2,
S-00759,S-009,2026-08-25,55.49,2,
